userid,itemid,ts,label
3843,1101,965910128,1
3844,2120,965890781,1
3844,891,965890781,1
3844,330,965890781,1
3844,196,965890781,0
3844,2793,965890781,1
3844,1644,965890795,0
3844,2719,965890795,1
3844,2315,965890816,0
3844,1973,965890816,1
3844,1992,965890816,1
3845,2997,970445317,1
3845,1300,970445426,1
3845,2289,970445477,0
3845,3019,970445529,1
3845,678,970445529,1
3845,1234,970445598,1
3845,2020,970445619,1
3845,2677,970445712,1
3845,1188,970445897,1
3845,150,970445949,0
3846,2463,978751695,1
3846,1307,978751695,1
3846,2918,978751695,1
3846,2791,978751695,1
3846,2407,978751736,1
3846,3087,978751736,0
3846,3448,978751736,1
3846,3868,978751736,1
3846,2144,978751736,0
3846,1958,978751736,1
3847,2011,965886215,0
3847,3704,965886240,0
3847,185,965886286,0
3847,50,965886370,1
3847,608,965886443,0
3847,903,965886459,0
3847,2762,965886459,1
3847,1089,965886459,1
3847,1036,965886486,1
3847,47,965886499,0
3848,2520,965880426,0
3848,2409,965880469,0
3848,3428,965880469,1
3848,3430,965880469,1
3848,2877,965880469,1
3848,2522,965880469,0
3848,2523,965880469,0
3848,2536,965880469,0
3848,924,965880570,1
3848,2457,965880605,1
3849,674,965879793,1
3849,3704,965879793,0
3849,2105,965879821,0
3849,1320,965879821,0
3849,2722,965879821,0
3849,2901,965879821,0
3849,2012,965879821,0
3849,2054,965879841,0
3849,1391,965879841,0
3849,1544,965879862,1
3850,2001,966218211,0
3850,3082,966218231,0
3850,780,966218251,0
3850,3844,966218251,1
3850,1587,966218251,1
3850,3186,966218267,1
3850,736,966218283,1
3850,434,966218301,0
3850,3773,966218301,0
3850,1863,966218330,0
3851,3176,965879982,0
3851,2702,965879982,1
3851,2763,965879982,0
3851,2987,965880012,1
3851,3793,965880012,1
3851,3798,965880012,0
3851,2701,965880012,0
3851,86,965880012,0
3851,2600,965880023,1
3851,3250,965880055,0
3852,2966,965878848,1
3852,1233,965878848,1
3852,265,965878893,1
3852,3334,965878893,1
3852,1950,965878893,1
3852,1217,965878893,1
3852,2804,965878913,1
3852,3468,965878913,1
3852,1148,965878955,1
3852,745,965878968,1
3853,2333,970208646,1
3853,1208,970208661,1
3853,1263,970208679,1
3853,3471,970208760,1
3853,1968,970208760,1
3853,1090,970208760,1
3853,1095,970208760,1
3853,1873,970208790,1
3853,1299,970208809,1
3853,32,970208809,1
3854,2804,965962798,1
3854,3424,965962839,1
3854,919,965962864,1
3854,1246,965962920,1
3854,920,965962948,1
3854,2858,965962948,1
3854,1259,965962976,1
3854,1633,965962976,0
3854,2348,965963018,0
3854,1097,965963018,1
3855,3176,965873718,1
3855,318,965873754,1
3855,3160,965873768,1
3855,673,965873846,0
3855,1645,965873885,1
3855,253,965873885,1
3855,3499,965873886,0
3855,2710,965873907,1
3855,1805,965873963,1
3855,1092,965873963,1
3856,3859,965879703,1
3856,3861,965879703,1
3856,3866,965879703,1
3856,3844,965879759,1
3856,3834,965879792,1
3856,3836,965879792,1
3856,3807,965879863,0
3856,3809,965879863,1
3856,3811,965879863,1
3856,3812,965879863,1
3857,3261,970151382,0
3857,2706,970151391,1
3857,1580,970151412,1
3857,2770,970151412,1
3857,450,970151425,0
3857,372,970151425,0
3857,2861,970151451,0
3857,367,970151451,1
3857,1060,970151451,1
3857,1777,970151461,1
3858,3034,965876547,1
3858,2090,965876547,1
3858,616,965876547,1
3858,2137,965876547,1
3858,3672,965876599,1
3858,3674,965876599,1
3858,2470,965876716,1
3858,2355,965876888,1
3858,2716,965876967,1
3858,3157,965877245,1
3859,204,966020116,0
3859,1681,966020116,1
3859,1004,966020116,0
3859,20,966020116,0
3859,547,966020116,1
3859,438,966020146,0
3859,839,966020146,1
3859,1497,966020167,0
3859,1626,966020200,0
3859,181,966020200,0
3860,1445,965861028,0
3860,2404,965861028,1
3860,2817,965861028,0
3860,688,965861028,0
3860,3585,965861028,1
3860,3766,965861028,1
3860,3768,965861028,0
3860,2816,965861084,0
3860,2818,965861084,0
3860,3767,965861084,0
3861,2599,965857594,1
3861,2762,965857608,1
3861,778,965857629,0
3861,110,965857629,1
3861,2396,965857629,1
3861,1639,965857648,1
3861,1393,965857648,0
3861,356,965857648,0
3861,1466,965857663,1
3861,1411,965857690,1
3862,162,965855970,1
3862,3159,965855994,1
3862,2028,965855994,0
3862,1730,965856152,1
3862,1641,965856162,1
3862,110,965856181,0
3862,2542,965856198,1
3862,1673,965856221,0
3862,2324,965856244,1
3862,39,965856244,0
3863,1580,965856015,1
3863,380,965856015,1
3863,733,965856082,0
3863,1608,965856082,0
3863,2617,965856082,1
3863,1527,965856082,0
3863,2353,965856082,1
3863,349,965856082,1
3863,377,965856082,0
3863,2628,965856122,1
3864,1295,965856337,1
3864,3255,965856337,1
3864,25,965856337,1
3864,3200,965856382,1
3864,1376,965856382,1
3864,3386,965856382,0
3864,2550,965856457,1
3864,1954,965856475,1
3864,3076,965856493,1
3864,3088,965856493,1
3865,2081,965853709,1
3865,1288,965853709,1
3865,1298,965853709,1
3865,3142,965853709,0
3865,2746,965853709,0
3865,2934,965853709,0
3865,1220,965853709,0
3865,1081,965853709,0
3865,1088,965853709,1
3865,1381,965853716,0
3866,912,1020183980,1
3866,919,1020183980,1
3866,1280,1020183992,0
3866,3836,1020184011,1
3866,1203,1020184011,1
3866,1233,1020184011,1
3866,2858,1020184236,1
3866,1127,1020184236,0
3866,2827,1020184266,0
3866,2683,1020184266,0
3867,349,965848625,1
3867,2013,965848625,0
3867,2640,965848684,1
3867,3479,965848684,1
3867,3699,965848760,1
3867,1917,965848760,0
3867,10,965848760,1
3867,2115,965848811,0
3867,2858,965848959,1
3867,3147,965848959,1
3868,539,966034228,0
3868,1463,966034278,0
3868,353,966034320,0
3868,736,966034370,0
3868,1835,966034370,0
3868,237,966034370,1
3868,1605,966034506,0
3868,1479,966034506,0
3868,2497,966034506,0
3868,1556,966034686,0
3869,2555,965847812,0
3869,34,965847812,0
3869,3107,965847862,1
3869,2011,965847862,0
3869,2012,965847862,0
3869,2018,965847878,0
3869,674,965847897,0
3869,595,965847978,0
3869,2174,965848004,1
3869,1031,965848004,1
3870,2889,965846267,1
3870,3081,965846286,1
3870,3273,965846314,0
3870,3452,965846314,1
3870,3301,965846314,1
3870,3355,965846314,1
3870,1393,965846375,1
3870,2108,965846399,1
3870,3408,965846427,1
3870,3578,965846445,1
3871,466,965845334,0
3871,2301,965845334,1
3871,2717,965845334,0
3871,163,965845334,0
3871,19,965845334,0
3871,353,965845334,0
3871,370,965845334,0
3871,2985,965845334,0
3871,2986,965845334,0
3871,2997,966370798,1
3872,2571,965843820,1
3872,1466,965843859,1
3872,223,965843859,1
3872,2502,965843859,1
3872,32,965843859,1
3872,1183,965843897,1
3872,3418,965843946,0
3872,1673,965843993,1
3872,695,965843993,1
3872,2028,965843993,1
3873,1269,965840605,1
3873,2827,965840625,0
3873,2163,965840625,0
3873,2683,965840652,0
3873,2153,965840652,0
3873,1517,965840652,1
3873,3548,965840652,0
3873,3105,965840676,1
3873,2384,965840676,0
3873,34,965840676,1
3874,2571,965840273,1
3874,1036,965840273,1
3874,1220,965840289,1
3874,1222,965840289,1
3874,3654,965840305,1
3874,2947,965840305,1
3874,1291,965840325,1
3874,110,965840325,1
3874,2948,965840325,1
3874,2028,965840325,1
3875,2394,965837425,1
3875,2396,965837566,1
3875,3081,965837603,1
3875,3157,965837603,1
3875,2762,965837603,1
3875,3114,965837636,1
3875,2907,965837636,0
3875,2987,965837669,1
3875,3793,965837669,1
3875,2701,965837669,0
3876,2692,965837563,1
3876,2908,965837563,1
3876,3006,965837592,1
3876,2396,965837639,0
3876,1912,965837639,0
3876,2761,965837639,0
3876,2282,965837686,1
3876,608,965837686,1
3876,527,965837686,1
3876,1094,965837686,1
3877,923,965835201,1
3877,1189,965835201,1
3877,858,965835201,1
3877,898,965835201,1
3877,2937,965835227,1
3877,3007,965835272,1
3877,1221,965835272,1
3877,922,965835298,1
3877,3152,965835298,1
3877,1230,965835298,1
3878,3699,965919295,0
3878,3033,965919322,1
3878,24,965919372,1
3878,435,965919389,1
3878,880,965919434,1
3878,3508,965919520,1
3878,1266,965919540,1
3878,2401,965919557,1
3878,1124,965919894,1
3878,2915,965919894,1
3879,3802,965829846,1
3879,3773,965829846,1
3879,239,965829869,0
3879,1566,965829870,0
3879,2340,965829932,1
3879,3298,965829967,1
3879,454,965829967,1
3879,2959,965829967,1
3879,1197,965829988,0
3879,2355,965829988,0
3880,1278,965830170,0
3880,2291,965830170,0
3880,2716,965830170,0
3880,3108,965830214,0
3880,2918,965830227,1
3880,2550,965830242,0
3880,1307,965830457,1
3880,3421,965878174,1
3880,296,965879127,1
3880,1196,965879255,1
3881,3591,965827105,0
3881,70,965827120,1
3881,1503,965827137,1
3881,1580,965827137,0
3881,3033,965827152,1
3881,2804,965827174,0
3881,2918,965827184,1
3881,1257,965827195,1
3881,1854,965827216,1
3881,69,965827239,1
3882,1586,967036175,0
3882,1366,967036200,0
3882,1465,967036223,0
3882,2297,967036260,0
3882,2688,967036285,0
3882,3141,967036285,1
3882,697,967036304,0
3882,2269,967036341,0
3882,802,967036341,0
3882,3104,982353731,1
3883,3301,965822296,0
3883,3186,965822296,0
3883,3189,965822296,1
3883,3129,967134113,0
3883,3146,967134113,0
3883,2997,967134212,1
3883,1,967134250,0
3883,2599,967134250,1
3883,1265,967134285,1
3883,34,967134285,1
3884,3869,967597836,0
3884,3616,967607535,0
3884,3868,967607633,1
3884,370,967607716,0
3884,3786,968378961,1
3884,3719,968378974,0
3884,1223,968379620,0
3884,1086,968380047,1
3884,2065,968380117,0
3884,2712,968380165,0
3885,2890,973715910,1
3885,1094,973715910,0
3885,2670,973715924,1
3885,3519,973715937,1
3885,3143,973715967,1
3885,3366,973715967,1
3885,3066,973715986,0
3885,356,973715986,0
3885,157,973716000,1
3885,1061,973716104,0
3886,2346,982710235,1
3886,2987,982710247,0
3886,750,982710438,0
3886,924,982710438,1
3886,1196,982710438,0
3886,3703,982710479,0
3886,1200,982710479,1
3886,1210,982710479,1
3886,1097,982710479,1
3886,1240,982710479,1
3887,1204,965807972,1
3887,3785,965808089,0
3887,2976,965808265,1
3887,3747,965808344,1
3887,3483,965808468,1
3887,3317,965808489,1
3887,3566,965808489,1
3887,3457,965808530,1
3887,1617,965808653,1
3887,407,965808822,0
3888,2583,973392886,1
3888,2599,973392963,0
3888,34,973392989,0
3888,223,973393018,0
3888,1243,973393018,1
3888,3052,973393056,0
3888,1500,973393087,0
3888,2571,973393137,0
3888,3163,973393178,1
3888,1179,973393217,0
3889,1982,966234023,1
3889,3340,966234055,1
3889,3093,966234082,1
3889,1635,966234082,0
3889,3196,966234082,1
3889,1303,966234111,0
3889,1206,966234111,1
3889,968,966234135,1
3889,2791,966234135,1
3889,1594,966234160,1
3890,2762,965799419,1
3890,50,965799419,1
3890,1089,965799419,1
3890,1625,965799438,0
3890,2571,965799438,1
3890,47,965799438,1
3890,589,965799455,1
3890,6,965799455,1
3890,1610,965799455,1
3890,457,965799455,1
3891,2294,965802302,0
3891,1177,965802381,1
3891,2761,965802453,0
3891,2539,965802523,1
3891,1569,965802600,0
3891,1777,965802600,0
3891,357,965802600,0
3891,3258,965802649,1
3891,2928,965802710,0
3891,1962,965802744,1
3892,1416,972175478,0
3892,2429,972175536,0
3892,3208,972175601,0
3892,305,972175617,0
3892,379,972175617,0
3892,2605,972175670,0
3892,3259,972175764,0
3892,520,972175822,0
3892,1726,972175871,0
3892,1646,972175891,0
3893,3826,965794040,0
3893,3859,965794040,0
3893,3718,965794040,1
3893,3719,965794040,0
3893,2773,965794040,0
3893,3821,965794075,0
3893,3823,965794075,0
3893,3593,965794075,0
3893,3743,965794075,0
3893,3625,965794125,0
3894,1278,967999309,1
3894,3859,968207456,1
3894,3751,968207456,1
3894,233,968207519,1
3894,3852,969154784,1
3894,3863,969154798,0
3894,3717,969154815,1
3894,3683,970254156,1
3894,3328,970254182,0
3894,3897,970254203,1
3895,356,965785085,0
3895,2006,965785085,0
3895,587,965785119,0
3895,1735,965785119,1
3895,2581,965785119,0
3895,3436,965785143,1
3895,28,965785165,0
3895,25,965785197,0
3895,1265,965785220,0
3895,3108,965785220,0
3896,2986,965783293,0
3896,1831,965783322,0
3896,1882,965783322,0
3896,880,965783322,0
3896,1591,965783322,1
3896,160,965783322,0
3896,737,965783343,0
3896,173,965783343,0
3896,2807,965783367,0
3896,546,965783367,0
3897,3704,965778815,1
3897,1254,965778873,1
3897,923,965778927,1
3897,3359,965779027,1
3897,36,965779027,0
3897,2366,965779091,1
3897,2367,965779091,1
3897,1303,965779186,1
3897,2359,965779227,1
3897,2245,965779263,1
3898,3471,965776895,0
3898,3724,965776895,0
3898,155,965776916,1
3898,3733,965776916,0
3898,1784,965776930,0
3898,3296,965776949,1
3898,2302,965776964,0
3898,1362,965776987,0
3898,953,965777010,1
3898,2951,965777010,0
3899,2396,965770440,1
3899,43,965770440,0
3899,3081,965770467,1
3899,2840,965770467,0
3899,2700,965770467,1
3899,2762,965770467,0
3899,2672,965770491,0
3899,3176,965770491,1
3899,2702,965770491,0
3899,2987,965770516,1
3900,1393,965877514,1
3900,296,965877530,1
3900,608,965928952,1
3900,50,965928952,1
3900,3753,976658366,1
3900,3189,976658491,1
3900,3299,976658550,0
3900,3564,976658577,0
3900,3512,976658651,1
3900,3273,976658992,0
3901,3846,965770612,1
3901,2431,965771087,1
3901,3649,965771330,1
3901,3835,965771330,0
3901,2413,965771354,0
3901,736,965771377,1
3901,3764,965771377,0
3901,3841,965771398,1
3901,673,965771398,0
3901,1060,965771514,1
3902,737,965767251,1
3902,3113,965767251,1
3902,2322,965767251,1
3902,327,965767251,1
3902,42,965767251,1
3902,2404,965768121,1
3902,2411,965768121,1
3902,2412,965768121,1
3902,2422,965768121,1
3902,2643,965768121,1
3903,3584,965784633,0
3903,2411,965784658,1
3903,2458,965784676,0
3903,2902,965784676,0
3903,2259,965784692,0
3903,2148,965784717,1
3903,2422,965784737,0
3903,3431,965784737,1
3903,2119,965784790,0
3903,3689,965784806,0
3904,1205,965767009,1
3904,2841,965767047,1
3904,2114,965767070,0
3904,2058,965767120,1
3904,2040,965767120,0
3904,2641,965767135,0
3904,520,965767157,1
3904,3617,965767201,1
3904,3717,965767242,1
3904,2683,965767269,1
3905,2194,965855684,0
3905,2000,965855684,1
3905,2944,965855684,1
3905,1222,965855684,1
3905,3256,965855719,0
3905,610,965855719,1
3905,3702,965855719,1
3905,2948,965855719,0
3905,2058,965855740,0
3905,21,965855740,1
3906,6,965758915,0
3906,1580,965758915,0
3906,3527,965758915,1
3906,349,965758915,1
3906,733,965758941,0
3906,3729,965758941,1
3906,3769,965758941,0
3906,2763,965758967,0
3906,3740,965758967,0
3906,2001,965758967,1
3907,367,965758948,0
3907,500,965758980,1
3907,2331,965758981,0
3907,3263,965759003,1
3907,339,965759003,1
3907,1569,965759018,1
3907,380,965759043,1
3907,539,965759043,1
3907,2805,965759077,0
3907,1391,965759077,0
3908,1785,966363734,1
3908,1090,966363734,0
3908,2529,966363770,1
3908,3127,968173664,1
3908,3408,968774190,0
3908,3822,971381509,1
3908,3794,978460698,0
3908,3751,978460698,0
3908,3948,988402680,0
3908,3317,988402720,1
3909,3764,965756729,0
3909,3225,965756755,0
3909,2431,965756755,0
3909,3156,965756755,0
3909,2492,965759479,1
3909,2699,965759479,1
3909,2858,965759479,1
3909,2188,965759479,0
3909,2706,965759479,1
3909,2694,965759499,0
3910,922,965757410,1
3910,1617,965757410,1
3910,1284,965757424,1
3910,3334,965757424,1
3910,2987,965757441,0
3910,1748,965757441,0
3910,707,965757454,0
3910,608,965757541,1
3910,1193,965757541,1
3910,1952,965757541,1
3911,1639,965754090,0
3911,3081,965754116,0
3911,2949,965754116,1
3911,1215,965754116,1
3911,1625,965754130,1
3911,736,965754196,0
3911,2413,965754196,1
3911,3638,965754196,1
3911,2302,965754196,1
3911,1032,965754196,1
3912,367,965859455,1
3912,810,965859478,0
3912,3793,965859600,1
3912,589,965859600,1
3912,246,965859634,1
3912,556,965859648,1
3912,296,965859719,1
3912,1179,965859770,1
3912,1089,965859770,1
3912,318,965860407,1
3913,3249,965766787,0
3913,1892,965766787,0
3913,454,965766787,1
3913,2707,965766787,1
3913,1909,965766787,1
3913,10,965766787,0
3913,1438,965766805,0
3913,2278,965766805,0
3913,288,965766805,0
3913,3176,965766817,0
3914,3703,965951972,1
3914,1201,965951972,1
3914,1220,965951972,1
3914,1291,965952000,1
3914,2872,965952000,1
3914,3702,965952000,0
3914,1222,965952000,1
3914,2000,965952014,1
3914,1261,965952034,1
3914,3555,965952034,1
3915,2683,965748338,1
3915,2699,965748338,1
3915,3005,965748370,0
3915,2694,965748370,1
3915,2908,965748370,1
3915,3016,965748388,1
3915,2881,965748424,1
3915,3238,965748471,1
3915,2712,965748471,0
3915,2716,965748496,1
3916,3148,970591519,1
3916,3566,972070270,0
3916,3000,983381444,1
3916,47,983381444,1
3916,3751,983381482,1
3916,3863,983381509,0
3916,3896,989611491,0
3916,3897,989611548,1
3916,353,989611676,1
3916,3911,994778324,1
3917,357,965741371,1
3917,852,965741386,1
3917,1339,965741405,0
3917,708,965741405,1
3917,110,965777168,1
3917,2028,965777168,1
3917,3418,965777195,1
3917,2628,965777195,1
3917,480,965777195,1
3917,21,965777195,1
3918,1911,965739169,0
3918,2881,965739195,0
3918,2336,965739195,1
3918,1093,965739195,1
3918,2605,965739214,0
3918,2712,965739214,1
3918,3578,965739234,1
3918,3717,965739254,0
3918,2805,965739280,0
3918,2734,965739488,1
3919,1721,965737470,1
3919,2571,965737470,1
3919,2175,965737484,1
3919,1968,965737527,1
3919,2942,965737550,1
3919,2006,965737608,1
3919,3034,965737732,0
3919,2762,965737732,1
3919,3793,965737764,1
3919,2993,965737764,1
3920,1197,965731917,1
3920,969,965731940,1
3920,2871,965731940,1
3920,2193,965731959,1
3920,3104,965731983,1
3920,1215,965731983,1
3920,1580,965732006,1
3920,3461,965732025,1
3920,590,965732042,1
3920,316,965732087,1
3921,3269,965718993,0
3921,1476,965719021,1
3921,508,965719021,1
3921,337,965719089,0
3921,1729,965719129,0
3921,1042,965719171,1
3921,1407,965719206,1
3921,1485,965719206,1
3921,2502,965719206,1
3921,3578,965719315,1
3922,2427,965713952,0
3922,3527,965713952,0
3922,2916,965713952,0
3922,6,965713967,0
3922,2058,965713998,0
3922,145,965713998,0
3922,733,965714015,0
3922,1527,965714015,0
3922,2716,965714211,0
3922,3476,965714228,0
3923,3814,965712794,1
3923,1080,965712794,1
3923,921,965712820,1
3923,3363,965712820,0
3923,1968,965712848,1
3923,1220,965712848,1
3923,3210,965712879,0
3923,1077,965712879,1
3923,1073,965713010,1
3923,2968,965713010,1
3924,1264,965712234,1
3924,1343,965712234,0
3924,3147,965712234,1
3924,1086,965712234,1
3924,3163,965712330,0
3924,3174,965712330,0
3924,2966,965712330,0
3924,3189,965712379,0
3924,2976,965712411,0
3924,2889,965712441,0
3925,3147,965710733,1
3925,1213,965710733,1
3925,778,965710761,1
3925,29,965710781,1
3925,1095,965710781,1
3925,3755,965710862,0
3925,3298,965710938,1
3925,3145,965710938,1
3925,3186,965710953,1
3925,3177,965710966,0
3926,2002,965710288,0
3926,434,965710308,1
3926,3145,965710308,0
3926,2976,965710327,1
3926,1863,965710350,0
3926,673,965710350,0
3926,3840,965710369,0
3926,737,965710387,0
3926,3802,965710387,0
3926,2587,965710405,0
3927,1777,965711152,1
3927,5,965711212,1
3927,3259,965711212,1
3927,46,965711212,1
3927,725,965711257,0
3927,1410,965711294,1
3927,627,965711294,0
3927,1527,965711294,0
3927,830,965711327,1
3927,1580,965711327,1
3928,2094,965708695,0
3928,198,965708695,1
3928,435,965708764,0
3928,1590,965708764,0
3928,1779,965708764,0
3928,3578,965708890,1
3928,3785,965708890,0
3928,50,965708951,1
3928,2858,965708977,1
3928,1233,965708977,1
3929,196,965713146,0
3929,2448,965713179,0
3929,1862,965713179,0
3929,1590,965713179,0
3929,2986,965713179,0
3929,405,965713205,0
3929,3802,965713205,0
3929,546,965713205,0
3929,2807,965713225,0
3929,519,965713225,0
3930,3441,965707293,0
3930,1283,965707339,1
3930,3037,965707339,1
3930,1304,965707339,1
3930,3671,965707365,1
3930,3681,965707365,1
3930,1201,965707365,1
3930,2951,965707365,1
3930,1209,965707380,1
3930,2478,965707432,0
3931,1375,966303915,0
3931,3704,966303915,1
3931,512,966303915,0
3931,2393,966303954,1
3931,2012,966303996,0
3931,2094,966304014,1
3931,2322,966304048,1
3931,3824,966995666,0
3931,3869,966995798,0
3931,3871,966995798,1
3932,2872,965704189,0
3932,2100,965704189,0
3932,1967,965704189,0
3932,2797,965704189,1
3932,1097,965704189,1
3932,1848,965704255,1
3932,3153,965704255,0
3932,2015,965704255,1
3932,1073,965704255,1
3932,2968,965704255,1
3933,3121,965702142,0
3933,1225,965702142,1
3933,260,965702189,1
3933,1196,965702220,1
3933,608,965702257,1
3933,36,965702257,0
3933,1214,965702257,0
3933,1265,965702275,1
3933,3210,965702275,0
3933,2804,965702308,1
3934,913,965712238,1
3934,3683,965712238,0
3934,1179,965712263,0
3934,904,965712377,1
3934,924,965712377,0
3934,2467,965712410,0
3934,350,965712461,0
3934,2267,965712882,0
3934,1892,965712882,0
3934,2184,965712882,0
3935,1380,965861579,1
3935,2539,965861579,0
3935,2772,965861595,0
3935,500,965861595,0
3935,3712,965861601,1
3935,597,965861623,1
3935,344,965861623,1
3935,5,965861660,0
3935,2416,965861660,0
3935,1848,965861660,0
3936,994,965700457,1
3936,357,965700457,1
3936,3105,965700513,1
3936,150,965700538,1
3936,1584,965700558,1
3936,356,965700558,1
3936,1042,965700558,1
3936,2997,965700591,1
3936,2336,965700613,0
3936,1914,965700613,1
3937,1899,965701160,1
3937,462,965701160,0
3937,1416,965701292,1
3937,3703,965701407,1
3937,3704,965701407,1
3937,1172,965701683,1
3937,1270,965701712,1
3937,2716,965701736,1
3937,3543,965701736,1
3937,1127,965702139,1
3938,858,965704152,1
3938,318,965704183,1
3938,1221,965704183,1
3938,3746,967268680,1
3938,3751,967268680,0
3938,3753,967268680,1
3938,3755,967268680,0
3938,3624,967268714,0
3938,3827,967268714,0
3938,3747,967268714,1
3939,1218,965697328,0
3939,1204,965697380,1
3939,3095,965697418,1
3939,3241,965697418,1
3939,527,965697418,1
3939,2761,965697450,0
3939,1207,965697450,1
3939,309,965697496,1
3939,1304,965697511,1
3939,2000,965697525,1
3940,2700,997143195,1
3940,969,997143283,0
3940,3753,997353602,0
3940,1900,1000692617,0
3940,3512,1006477484,1
3940,3188,1009422558,1
3940,2959,1016452672,0
3940,3951,1018864931,1
3940,3893,1024912097,0
3940,2259,1024912140,0
3941,1584,965692996,0
3941,2722,965692996,0
3941,2916,965692996,1
3941,780,965693038,1
3941,1653,965693038,0
3941,2628,965693038,0
3941,480,965693038,1
3941,1527,965693038,0
3941,1573,965693038,1
3941,316,965693038,1
3942,3624,972840990,0
3942,1994,974501391,0
3942,1327,974501451,0
3942,2446,974651245,0
3942,3753,974651275,0
3942,570,981577740,0
3942,3147,981577740,1
3942,1148,981577848,0
3942,3917,981578061,0
3942,29,981578105,1
3943,2890,965691618,0
3943,3100,965691618,1
3943,1678,965691652,1
3943,1682,965691652,1
3943,2268,965691675,1
3943,1179,965691675,1
3943,62,965691675,1
3943,508,965691686,1
3943,1393,965691719,1
3943,3145,965691719,0
3944,2371,965691114,0
3944,3591,965691114,0
3944,3169,965691162,0
3944,1259,965691179,1
3944,1968,965691179,1
3944,1956,965691212,1
3944,1097,965691212,1
3944,1302,965691234,1
3944,2130,965691234,0
3944,1246,965691253,1
3945,2193,965695544,0
3945,1073,965695544,0
3945,1023,965695563,1
3945,919,965695597,1
3945,2245,965695637,1
3945,2857,965695671,1
3945,1909,965695671,0
3945,2919,965695671,1
3945,1278,965695712,0
3945,2424,965695712,1
3946,2416,972045172,0
3946,2555,972045172,0
3946,34,972045172,0
3946,2997,972045173,0
3946,110,972045220,1
3946,3552,972045220,1
3946,222,972045269,1
3946,350,972045269,1
3946,1552,972045270,0
3946,3408,972045467,1
3947,1036,965691697,1
3947,2542,965691730,0
3947,293,965691743,0
3947,2174,965691824,1
3947,2797,965691824,1
3947,1073,965691824,1
3947,1097,965691824,1
3947,2100,965691872,1
3947,2161,965691872,1
3947,2193,965691872,1
3948,838,965682587,0
3948,1081,965682587,0
3948,2065,965682605,1
3948,1663,965682605,0
3948,3622,965682634,0
3948,1948,965682634,0
3948,2750,965682634,1
3948,1057,965682634,1
3948,2245,965682655,0
3948,1747,965682655,0
3949,3873,966213362,1
3949,3365,966213362,1
3949,714,966213362,0
3949,3682,966213407,0
3949,2527,966213407,0
3949,1201,966213407,0
3949,2951,966213407,0
3949,458,966213437,0
3949,2012,966213437,0
3949,3806,966213459,0
3950,441,965681430,1
3950,2124,965681430,0
3950,2723,965681430,0
3950,367,965681430,0
3950,500,965681455,0
3950,551,965681476,1
3950,231,965681502,0
3950,3477,965681502,1
3950,829,965681502,0
3950,552,965681502,0
3951,1779,965679874,0
3951,2421,965679892,0
3951,2450,965679999,0
3951,2471,965679999,0
3951,1562,965679999,0
3951,153,965679999,0
3951,546,965679999,0
3951,1681,965680025,0
3951,2162,965680025,0
3951,2643,965680085,0
3952,2870,974595637,0
3952,2032,974595637,0
3952,1397,974595680,0
3952,2531,974595712,1
3952,1031,974595772,0
3952,2174,974595798,1
3952,1287,974595897,1
3952,3672,974595897,1
3952,2314,974595897,1
3952,1441,974595932,0
3953,2264,1030160837,0
3953,1924,1030161172,0
3953,3889,1030161447,0
3953,2253,1030161631,0
3953,2092,1030161695,0
3953,260,1030162334,1
3953,1947,1030163072,0
3953,594,1030163132,0
3953,1266,1033527623,1
3953,3039,1033527765,0
3954,1391,965675355,0
3954,788,965675385,0
3954,442,965675385,0
3954,329,965675414,0
3954,2012,965675414,1
3954,196,965675440,0
3954,1690,965675457,0
3954,2986,965675457,0
3954,1371,965675474,1
3954,3354,965675474,0
3955,20,965674920,0
3955,547,965674920,0
3955,459,965674942,0
3955,315,965674942,0
3955,2701,965674964,0
3955,1004,965674964,0
3955,1556,965674980,0
3955,2412,965675011,0
3955,160,965675011,0
3955,502,965675029,0
3956,2000,965673408,0
3956,3763,965673420,1
3956,1732,965673434,1
3956,3639,965673479,1
3956,3770,965673479,1
3956,3638,965673500,1
3956,2001,965673500,0
3956,1587,965673518,1
3956,3627,965673543,1
3956,835,965673543,0
3957,2987,965677139,1
3957,2174,965677175,0
3957,2797,965677175,1
3957,1073,965677175,0
3957,2105,965677198,1
3957,3489,965677224,0
3957,673,965677224,1
3957,3365,965677512,1
3957,2518,965677565,1
3957,2335,965677595,1
3958,1918,965674976,1
3958,1363,965674999,0
3958,455,965675072,0
3958,169,965675104,0
3958,1,965675164,1
3958,3114,965675181,1
3958,1580,965675227,0
3958,104,965675243,0
3958,588,965675329,1
3958,1923,965675329,0
3959,3717,965671669,0
3959,3580,965671669,0
3959,3617,965671715,0
3959,3623,965671715,0
3959,3752,965671715,0
3959,3784,965671715,0
3959,3616,965671749,1
3959,3719,965671749,1
3959,3797,965671775,0
3959,3564,965671775,0
3960,2064,965671693,0
3960,3072,965671770,1
3960,2355,965671770,1
3960,3361,965671770,1
3960,2501,965671955,1
3960,2506,965672002,1
3960,1213,965672019,1
3960,593,965672051,1
3960,608,965672081,0
3960,1393,965672124,1
3961,1983,967227560,0
3961,3264,967227582,0
3961,3022,967227759,1
3961,1148,967227759,1
3961,3030,967227808,1
3961,910,967227808,1
3961,2300,967227823,0
3961,2396,967227852,1
3961,1256,967227866,1
3961,1304,967227866,1
3962,1373,965676159,1
3962,3766,965676189,1
3962,2815,965676250,1
